knowledge_area,area_abstract,area_url,degree,course_number,course_name,course_uoc,course_url,course_outline,faculty,School,course term,timetable,teacher
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS3631,Innovation and Technology Management,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS3631/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"The aim of this course is to take an innovative and creative view of information technology that extends beyond the province of business applications built and used by a single organisation. You will learn how organisations can commercialise their technological innovations and how the associated risks and benefits might be managed. Through the open innovation paradigm you will see how internal and external ideas can be brought together and innovations can be transferred inward and outward through licensing, joint ventures, and spin-offs. Please note: INFS3631 last intake is s2 2017. From this point onwards, students who are required to take this course as part of their degree will have to enrol in INFS2631 as a substitute.?",UNSW Business School,School of Information Systems and Technology Management,None,http://timetable.unsw.edu.au/2019/INFS3631.html,None
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS3632,Service and Quality Management,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS3632/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This is a Level 3 Information Systems IS course that introduces students to the key concepts in managing service operations and quality management. This course emphasises the use of data analytics to study service quality management and will teach skills and tools such as Statistical Quality Control, Six-Sigma, and Lean Operations, which are valuable for service process quality control. In lectures, students will learn the ""state of the art"" of process management of service firms and the opportunities provided by information technology and data analytics in enhancing their competitiveness. Students will be engaged in simulations, where they can apply the concepts learnt in the class to real-world settings and learn how to manage process variabilities and quality control. In a project which involves conducting a walk-through-audit to a real company of the students’ choice, they will learn how to implement a service business to meet customer satisfaction.The service sector is the fastest-growing sector of the economy in Australia, which represents about 70% of Australia's gross domestic product and provides significant employment opportunities to Australians. To maintain Australia's position as a leading world-class provider of services, it is important for all employees in service and the public sector to understand the concepts and tools used to design and operate processes that will deliver a high quality of services.",UNSW Business School,School of Information Systems and Technology Management,Term 2,http://timetable.unsw.edu.au/2019/INFS3632.html,arrangement:T2:Dr QJ Nguyen 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS3634,Mobile Applications Development,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS3634/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This is a Level 3 Information Systems IS course that continues your study of IS by furthering your knowledge and skills in relation to mobile application development. Continuing from INFS2605, this course focuses on the development of software applications using the Android platform. During lectures will be provided with an overview of mobile programming concepts and tools, and engage in case studies with regards to mobile App development and the current mobile market. During the weekly practical tutorials, students will use the Android Studio Integrated development environment IDE in learning how to design and develop a range of mobile applications. Students will be required to evaluate the quality of their own, and peers’, coding solutions. This course is offered as a third-year elective from the School of Information Systems and Technology Management. A central aim of this course is to provide students with a foundational understanding of the technologies, methods and skills required to design and develop apps on the Android platform. This course aims to provide students with various concepts and skills that are essential in careers such as project designers and software developers. This course builds on from INFS1609/INFS2609 and INFS2605 and provides learning material useful for student’s project work in INFS3605.",UNSW Business School,School of Information Systems and Technology Management,"Term 1, Term 3",http://timetable.unsw.edu.au/2019/INFS3634.html,arrangement:T1:School Office T3:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS3692,Internship 1,12 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS3692/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,This course provides students with a practical application of the principles of Information Systems and technology management within an organisational environment.Note: Only available to UNSW Business School students enrolled in 3979 or 3584 or 3502.,UNSW Business School,School of Information Systems and Technology Management,None,http://timetable.unsw.edu.au/2019/INFS3692.html,None
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS3830,Social Media and Analytics,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS3830/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This is a Level 3 Information Systems IS course that provides an introduction to the use of social media in organisation by examining the enabling effect of social media technologies for competitive advantage and the potential insights from the vast data generated on social media platforms. Students will analyse and develop strategies related to the use of social technologies within businesses and the use of social media as for external relations especially with customers. This course is designed to critically evaluate the potential for social media technologies to facilitate meaningful discussions in communities, consumer markets and strategic decision making. In addition to examining strategies to create and extract value from social media, the effect of social media on operational matters, social media metrics and strategic aspects of social media analytics, the course will incorporate a hands-on component using SAS software.",UNSW Business School,School of Information Systems and Technology Management,Term 1,http://timetable.unsw.edu.au/2019/INFS3830.html,arrangement:T1:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS4693,Internship 2,12 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4693/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course provides students with a practical application of the principles of Information Systems and technology management within an organisational environment.Note: Only available to UNSW Business School students enrolled in 3979, 3584 or 3502.",UNSW Business School,School of Information Systems and Technology Management,None,http://timetable.unsw.edu.au/2019/INFS4693.html,None
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS4800,Thesis A,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4800/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Honours students complete a thesis under the direction of a supervisor. The thesis requires the reporting of research in an approved topic area in Information Systems and Technology Management including a literature review, analysis of a research problem along with presentation of research methods and data analysis.",UNSW Business School,School of Information Systems and Technology Management,Term 1,http://timetable.unsw.edu.au/2019/INFS4800.html,arrangement:T1:Dr S  Kirshner 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS4801,Thesis B,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4801/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Honours students complete a thesis under the direction of a supervisor. The thesis requires the reporting of research in an approved topic area in Information Systems and Technology Management including a literature review, analysis of a research problem along with presentation of research methods and data analysis.",UNSW Business School,School of Information Systems and Technology Management,Term 2,http://timetable.unsw.edu.au/2019/INFS4801.html,arrangement:T2:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS4802,Thesis C,12 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4802/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Honours students complete a thesis under the direction of a supervisor. The thesis requires the reporting of research in an approved topic area in Information Systems and Technology Management including a literature review, analysis of a research problem along with presentation of research methods and data analysis.",UNSW Business School,School of Information Systems and Technology Management,Term 3,http://timetable.unsw.edu.au/2019/INFS4802.html,arrangement:T3:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS4831,Information Systems Consulting,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4831/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"?This course focuses on the key concepts, practices and issues in engaging and providing IT consulting services, from both the client and the consultant perspectives. The course examines the value propositions of IT consulting, how IT consultants engage with organisations and key stakeholders, and how they help analyse and solve business problems. The course seeks to familiarise you with the IT consulting process, common consulting frameworks and the benefits and limitations related to their use, key types of IT consulting engagements, and current trends in IT consulting related to the opportunities and challenges brought about by rapidly advancing technologies.",UNSW Business School,School of Information Systems and Technology Management,Term 1,http://timetable.unsw.edu.au/2019/INFS4831.html,arrangement:T1:Dr T  Tamm 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS4854,Information Systems Strategy and Management,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4854/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This is a Level 4 Information Systems IS course that familiarises students with the key concepts, practices and issues in the strategic management of IS. The lectures cover theoretical and practical considerations across a variety of strategic IS management issues, which are further examined and applied in the weekly seminars. The course aims to equip students with the foundational skills needed to meaningfully participate in, or interact with, this aspect of IT management.The course covers four key themes. It begins with a discussion of the strategic value of IT, including the role of business-IT alignment in realising that value. Second, the course looks at strategic IT decision processes, including planned and emergent strategy-making and governance. Third, the course considers strategy implementation issues, including the role of IT leadership, project management, and sourcing decisions. The course closes with a discussion of the strategic role of IT-enabled innovation and current trends in IT strategy.",UNSW Business School,School of Information Systems and Technology Management,Term 2,http://timetable.unsw.edu.au/2019/INFS4854.html,arrangement:T2:Dr KJ Stevens 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS4858,Managing Complex Projects,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4858/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This is a Level 4 Information Systems IS course that provides students with a comprehensive introduction to project management in an IS context that is also applicable to other contexts in which project management principles apply.This course aims to equip you with both theory and practical skills in the management of complex projects that are part of large scale programmes. These skills are critically important to a range of careers in business, for students who intend to be project managers as well as those who will work as part of a project team.The course is taught in a flipped-learning environment in which you will be learning by action, and thus experience the key phases of the project management cycle and, as a member of a multi-cultural and multi-skilled project team, you will use various tools and methods to plan each of the phases of the project. The course will consider both theoretical and practical perspectives and equip you with the necessary skills to be able to better manage or participate in projects.There will be a very strong emphasis on action-led teaching and teamwork. The textbook and extra on-line material will guide you during the semester. Through this, the course also aims to further develop your communication skills and teamwork skills, improve your time management and enhance your leadership skills.",UNSW Business School,School of Information Systems and Technology Management,Term 1,http://timetable.unsw.edu.au/2019/INFS4858.html,arrangement:T1:Prof W  Fernandez 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS4886,Principles of Research Design,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4886/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This is a Level 4 Information Systems IS course that continues students’ study of IS by furthering their knowledge and skills in relation to research methods and analytical skills. This course focuses on the understanding of IS research methodologies.Topics to be covered in the lectures include an overview of knowledge in research methods and techniques of data collection and analysis, SPSS, experimental research, fieldwork, grounded theory, literature review and thesis writing. During the weekly practical workshops, students will learn from key IS literature how to develop a range of research designs. Students will learn to prepare independent studies including formulating research questions and selecting a research approach, applying research methodology – designing a study and selecting specific methods and techniques appropriate for answering the research questions.",UNSW Business School,School of Information Systems and Technology Management,Term 3,http://timetable.unsw.edu.au/2019/INFS4886.html,arrangement:T3:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS4887,Business Research Methods,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4887/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This is a Level 4 Information Systems IS course that continues students’ study of IS by furthering their knowledge and skills in relation to research methods and analytical skills. Continuing from INFS4886 Principles of Research Design, this course focuses on the understanding of IS research methodologies. Topics to be covered in the lectures include an overview of knowledge in research methods and techniques of data collection and analysis, SPSS, experimental research, fieldwork, grounded theory, literature review and thesis writing. During the weekly practical workshops, students will learn from key IS literature how to develop a range of research designs. Students will learn to prepare an independent study including formulating research questions and selecting a research approach, applying research methodology – designing a study and selecting specific methods and techniques appropriate for answering the research questions.",UNSW Business School,School of Information Systems and Technology Management,Term 1,http://timetable.unsw.edu.au/2019/INFS4887.html,arrangement:T1:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS4893,Special Topic in Information Systems,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4893/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"A specially assigned project, program or set of readings relating to information systems research.Note: Enrolment requires approval from Head of School, School of Information Systems and Technology Management.",UNSW Business School,School of Information Systems and Technology Management,None,http://timetable.unsw.edu.au/2019/INFS4893.html,None
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,INFS4907,Managing Security and Ethics in Cyberspace,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/INFS4907/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This is a Level 4 Information Systems IS course that builds students' awareness and knowledge of IS/IT security related issues occurring in cyberspace. It has a specific emphasis on the need for ethical viewpoints, approaches, and practices from a management perspective when addressing the multidimensional challenges and solutions posed by the IS/IT related security problems. The class will be conducted in a semi-formal workshop fashion. Using business cases and scenarios addressing various cyberspace issues, students will analyse the ethical and related implications these issues pose to stakeholders. They will learn to manage cyber-related security issues responsibly. In some situations, they may encounter dilemmas which require a careful balance in the way decisions are made.",UNSW Business School,School of Information Systems and Technology Management,Term 2,http://timetable.unsw.edu.au/2019/INFS4907.html,arrangement:T2:Dr LP Land 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,LAWS3131,Information Technology Law,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3131/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"The course focuses on legal and regulatory aspects of the Internet and related technologies. It covers topics of concern to individuals as well as business and government, including protection of intellectual property in a digital environment, electronic contracts, computer and information security, and cyber crime.  The interaction between traditional law and modern technology plays a central role in the course. In order to analyse the impact and application of traditional legal principles in a new technological environment, the principles must be translated into the language of the technologies involved. The translation must preserve the original meaning and policy rationale. It is the aim of the course to teach, encourage and nurture such thinking. Examples of problems we shall encounter and analyze in the course include the connection between enabling technologies of cyber crime and the contours of liability of cyber criminals and their enablers; how an understanding of the Internet informs whether notice of electronic contractual terms is properly provided by a hyperlink; and determining whether an implied term of fitness for purpose can be read into a contract to download software.A statement by Professor Lawrence Lessig captures the essence of the course: “[w]hen dealing with cyberspace, judges are to be translators; different technologies are the different languages; and the aim is to find a reading of [legal principles] that preserves [their] meaning from one world’s technology to another. This is fidelity as translation.”[1] Lawyers who fail to understand the translation will likely pursue sub-optimal litigation strategies, face speculative recovery prospects, and may overlook effective and potentially powerful defences.Main TopicsulliIntroduction to the Internet and related technologies/liliInformation technology patents/liliTranslation/liliElectronic contracts/liliComputer and information security/liliCyber crime: Law and enabling technologies/li/ul",Faculty of Law,None,Term 1,http://timetable.unsw.edu.au/2019/LAWS3131.html,arrangement:T1:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,LAWS3431,Law in the Digital Age,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/LAWS3431/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course will give students an overview of the operation of new media and communications services under Australian law, examining both the legal requirements and the policy reasoning behind the way in which media, data, telecommunications and communications are regulated.Main Topicsullihow laws are made, changed, interpreted and enforced, with cybercrime among the examples/lililaws governing licensing, ownership and control of telecommunications, radiocommunications and broadcasting enterprises, and whether these laws are appropriate and effective to deal with new technologies and services;/lilielectronic commerce and what it means for business, consumers and the community;/lilirestrictions on media and online content, including classification and censorship, and regulation of content; and/liliprotecting intellectual property and reputation, covering copyright, trademarks, and defamation/lilihow legal enforcement and regulatory modes change under the impact of the mass personalisation, ubiquitous publishing, Social Networking and User Generated Content features of Web 2.0/liliimpact of the online giants' cult of ""Disruption""/""Forgiveness not Permission"" on the rule of law online./lilidigital surveillance and tracking law/liliIssues around ""Open data', Big data, and their use in artificial intelligence and machine learning online/lilinew modes of legal services which arise in response to these challenges/li/ul",Faculty of Law,None,Summer Term,http://timetable.unsw.edu.au/2019/LAWS3431.html,arrangement:U1:School Office 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,MATH2301,Mathematical Computing,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH2301/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"      An introduction to mathematical computing, programming and visualization using Matlab, with a focus on mathematical modelling and simulation. Introduction to Matlab, floating point arithmetic, difference equations, nonlinear equations, numerical differentiation and integration, initial value problems.    ",Faculty of Science,Study Level,Term 1,http://timetable.unsw.edu.au/2019/MATH2301.html,arrangement:T1:Dr QT Le Gia 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,MATH3101,Computational Mathematics,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3101/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Partial differential equations provide the natural mathematical description of many phenomena of interest in science, engineering and finance. Such equations are often difficult or impossible to solve using purely analytical pencil and paper methods, especially for realistic industrial problems. This course introduces finite difference methods for three key classes of partial differential equations: elliptic Poisson equation, parabolic heat or diffusion equation and hyperbolic transport equation. Related methods in computational linear algebra are also discussed.The course includes a substantial practical component dealing with the computer implementation of the algorithms used for solving partial differential equations, as well as a broader discussion of scientific software development.Note: Students must have some prior experience with simple computer programming.",Faculty of Science,Study Level,Term 3,http://timetable.unsw.edu.au/2019/MATH3101.html,arrangement:T3:Apro W  McLean 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,MATH3311,Mathematical Computing for Finance,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3311/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"In the end, finance is concerned with making definite numerical recommendations which frequently can only be made by analysing sophisticated models using high-speed computers. This course studies the design, implementation and use of computer programs to solve practical mathematical problems of relevance to finance, insurance and risk management. A review of MATLAB, floating point numbers, rounding error and computational complexity. A selection of topics from: approximation and parameter estimation, Fourier series and the FFT, finite difference approximations, partial differential equations heat equation, sparse linear systems, non-linear algebraic equations, trees, Monte Carlo methods and simulation, random numbers and variance reduction, numerical integration. Computing environments for mathematical finance. Practical examples and programming assignments using MATLAB.",Faculty of Science,Study Level,Term 2,http://timetable.unsw.edu.au/2019/MATH3311.html,arrangement:T2:Prof J  Dick 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,MATH3361,"Stochastic Differential Equations: Theory, Applications, and Numerical Methods",6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3361/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Stochastic differential equation models play a prominent role in a range of application areas, including biology, chemistry, epidemiology, mechanics, microelectronics, economics, and finance. This course studies the theory and applications of stochastic differential equations, the design and implementation on computers of numerical methods for solving these practical mathematical equations. The course will start with a background knowledge of random variables, Brownian motion, Ornstein-Uhlenbeck process. Other topics studied include: stochastic integrals, the Euler-Maruyama method, Milstein's higher order method, stability and convergence.",Faculty of Science,Study Level,Term 1,http://timetable.unsw.edu.au/2019/MATH3361.html,arrangement:T1:Apro T  Tran 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,MATH3411,"Information, Codes and Ciphers",6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/MATH3411/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"      Discrete communication channels: information theory, compresssion and error control coding, cryptography.    ",Faculty of Science,Study Level,Term 3,http://timetable.unsw.edu.au/2019/MATH3411.html,arrangement:T3:Dr T  Britz 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,SENG2011,Workshop on Reasoning about Programs,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SENG2011/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This is a workshop course aimed at developing the skills of writing precise specifications of programs and translating these specifications into correct implementations. The course applies the rigorous modelling and verification techniques introduced in COMP2111 to a diverse and increasingly complex set of problems. Further methods for reasoning about programs are introduced, including methods for reasoning about termination,  program refinement and data refinement. The primary learning outcome is to develop students' abilities to apply these ideas to structure their thinking about programs, but the course may use a formal verification tool to support learning.",Faculty of Engineering,School of Computer Science and Engineering,Term 3,http://timetable.unsw.edu.au/2019/SENG2011.html,arrangement:T3:Apro A  Nymeyer 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,SENG2021,Requirements and Design Workshop,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SENG2021/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course is part the series of software engineering workshops designed to teach students to work in teams and apply their knowledge to solve real-life problems. This workshop will offer students the opportunity to concentrate on software requirements analysis and design issues including artefacts produced as well techniques and tools to support this process brainstorming, problem statements, requirements elicitation, producing design documents and prototyping. In addition, it aims to provide students with some of the teamwork skills, requirements engineering and design techniques that an engineer would use in the early stages of the development process. Sudents will also be getting experience on different aspects of designing a Web application with a major focus on the front-end. The requirements for this course will be determined in collaboration with industry partners and will relate to developing a realistic application.SENG2021 builds on the foundations of software engineering covered in COMP1531, and assumes that students are familiar with: the overall process of software engineering, teamwork, version control systems, and databases.",Faculty of Engineering,School of Computer Science and Engineering,Term 1,http://timetable.unsw.edu.au/2019/SENG2021.html,arrangement:T1:Prof F  Rabhi 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,SENG3011,Software Engineering Workshop 3,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SENG3011/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Following the first three Software Engineering Workshop courses SENG1031, SENG2011 and SENG2021 this course involves teams or groups in the design, implementation and testing of a system, or subsystem, that satisfies a given set of requirements.  As for all courses in this series the  design, implementation and testing will be required to be documented, and possibly demonstrated.",Faculty of Engineering,School of Computer Science and Engineering,Term 1,http://timetable.unsw.edu.au/2019/SENG3011.html,arrangement:T1:Prof F  Rabhi 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,SENG4920,Ethics and Management,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/SENG4920/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course develops a framework on which management and ethical issues can be developed.Topics covered will include management issues such as:ullimanagement of innovation/liliengineering project planning and control/lilihuman factors/lilipatents/lilitechnical strategy/li/ulIn addition, the following ethics topics will be covered:ulliintroduction to ethics/liliworkable ethical theories/lilimorality of breaking the law/liliprivacy/lilipublic information and records/liliand related topics/li/ul",Faculty of Engineering,School of Computer Science and Engineering,Term 3,http://timetable.unsw.edu.au/2019/SENG4920.html,arrangement:T3:Apro W  Wobcke 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,ZEIT1102,Introduction to Programming,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ZEIT1102/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"Introduction to Programming builds on Computational Programming Solving,  concentrating on computer programming in an object-oriented paradigm.  By the end of this course students will be able to effectively analyse a  well-defined problem, design a program solution, and will be able to efficiently implement the solution in Java. Topics include algorithms, classes and objects, object-oriented  design, control structures, applets, data structures, searching and  sorting, and recursion.",UNSW Canberra at ADFA,Study Level,Semester 2,http://timetable.unsw.edu.au/2019/ZEIT1102.html,arrangement:Z2:Dr D  Essam 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,ZEIT1190,Computing and Cyber Security Research 1A,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ZEIT1190/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course is restricted to those students undertaking the BCCS CDF program. Students undertaking this course will attend lectures and complete the assessment tasks for ZEIT1101 Computational Problem Solving. In addition, students will attend a number of seminars and demonstrate an understanding of the research problems and solutions presented in the seminars, as an introduction to the discipline of computing and cyber security research.",UNSW Canberra at ADFA,Study Level,Semester 1,http://timetable.unsw.edu.au/2019/ZEIT1190.html,arrangement:Z1:Dr MJ Woolley 
Information Technology,"The study or use of computer and telecommunication systems for processing, storing, and transmitting information.",https://www.handbook.unsw.edu.au/InformationTechnology/browse?interest_value=cd74ce13db96df002e4c126b3a96194f,Undergraduate,ZEIT1191,Computing and Cyber Security Research 1B,6 UOC,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/ZEIT1191/?browseByInterest=cd74ce13db96df002e4c126b3a96194f&,"This course is restricted to those students undertaking the BCCS CDF programs. Students enrolled in this course will undertake the Engineers Without Borders Challenge: a design project chosen by the students to produce an engineering solution to a problem in a developing country. To help them successfully implement their project, introductory lectures on project management, research techniques, information management, cultural and social context, and report writing will be provided. This project will provide students with an experience in solving a real-world engineering problem. ",UNSW Canberra at ADFA,Study Level,Semester 2,http://timetable.unsw.edu.au/2019/ZEIT1191.html,arrangement:Z2:Dr MJ Woolley 
